gene	M_1	M_2	M_3	O_1	O_2	O_3	WT_1	WT_2	WT_3
AT5G12000	0	1	0	100	0	4	0	3	2
AT5G12010	718	1378	898	556	578	424	6533	4764	3771
AT5G12020	24	16	0	8	0	0	13	8	14
AT5G12030	48	28	10	0	0	4	3	2	73
AT5G12040	1141	1188	1302	885	642	570	743	1196	828
AT5G12043	0	0	0	0	0	0	0	0	0
AT5G12050	494	224	662	396	999	306	847	2754	1718
AT5G12060	0	0	0	0	0	0	0	0	0
AT5G12070	0	0	0	0	0	0	0	0	0
AT5G12080	544	294	395	315	243	158	160	218	144
AT5G12090	0	0	0	0	0	0	0	0	0
AT5G12100	255	230	256	143	114	117	123	99	107
AT5G12110	1248	1208	1287	999	717	761	825	1060	904
AT5G12120	2409	2891	2887	2048	1664	1589	1625	1950	1892
AT5G12130	1013	948	1217	1038	1109	795	904	1165	884
AT5G12140	2189	2117	2791	2830	2461	2848	3432	3744	2838
AT5G12150	4083	3433	4107	3925	4272	3571	2645	3383	3061
AT5G12170	276	734	361	499	341	441	247	190	277
AT5G12180	22	11	22	63	2	15	4	0	2
AT5G12190	444	584	474	336	222	236	160	182	234
AT5G12200	801	1524	1259	843	766	855	626	591	800
AT5G12210	947	1277	1184	759	734	693	449	617	560
AT5G12220	324	398	302	142	136	151	147	167	136
AT5G12230	522	656	658	586	1204	672	575	564	568
AT5G12235	2	5	3	2	6	5	1	7	1
AT5G12236	0	1	1	0	0	3	0	1	1
AT5G12240	305	381	339	311	268	202	235	313	214
AT5G12250	7352	5170	6132	4621	5234	3283	3974	6106	4576
AT5G12260	423	377	503	284	222	265	194	245	186
AT5G12270	23	8	7	51	0	4	0	0	0
AT5G12280	6	7	17	49	21	36	17	0	3
AT5G12290	659	690	676	422	377	364	372	370	329
AT5G12300	46	56	24	50	34	31	58	46	58
AT5G12310	654	829	720	804	694	631	814	755	698
AT5G12320	470	368	428	486	373	252	411	461	318
AT5G12330	92	16	77	14	13	1	42	37	25
AT5G12340	100	336	21	254	597	236	2133	1211	1726
AT5G12350	1456	1450	1323	1094	1029	1036	1282	1820	1438
AT5G12360	78	69	65	29	36	34	41	68	29
AT5G12370	3500	3775	3639	2665	2742	2337	2305	2312	2347
AT5G12380	68	57	47	34	25	28	61	65	39
AT5G12390	386	520	566	490	288	312	361	335	334
AT5G12400	1278	1511	1418	1065	1235	1189	943	1058	928
AT5G12410	633	627	604	309	321	220	227	319	279
AT5G12420	322	614	375	46	55	20	114	86	115
AT5G12430	1285	1971	1795	1334	1337	1699	1170	1104	1133
AT5G12440	1564	842	1363	949	646	802	144	235	168
AT5G12450	2	1	0	0	2	4	1	1	0
AT5G12460	3	0	0	0	3	1	0	0	0
AT5G12470	3290	3139	4248	3748	3523	2829	3959	3487	3089
AT5G12480	1264	1251	1248	1281	1809	1171	912	893	889
AT5G12840	572	539	596	534	407	579	464	444	719
AT5G12850	1851	1382	1616	1617	782	1117	1366	1476	1359
AT5G12860	12432	10009	11495	6312	7357	4791	10609	11440	8802
AT5G12870	6	9	14	4	12	2	3	24	5
AT5G12880	4	34	20	12	14	30	40	34	60
AT5G12890	687	1695	1046	696	988	657	1361	1038	1018
AT5G12900	526	371	476	405	276	234	29	134	60
AT5G12910	0	2	0	0	0	0	0	0	0
AT5G12920	92	47	32	15	38	9	17	18	12
AT5G12930	155	243	173	177	321	92	193	122	163
AT5G12940	497	142	232	744	1844	366	220	812	624
AT5G12950	3181	2779	4103	5607	4215	6044	859	1037	1513
AT5G12960	273	229	405	624	291	495	57	70	143
AT5G12970	66	14	34	17	8	12	6	10	8
AT5G12980	295	293	351	286	217	198	198	281	151
AT5G12990	2	1	1	0	0	0	0	0	0
AT5G13000	3574	2017	2793	1998	2567	1975	1853	1998	1570
AT5G13010	2523	3344	3144	2150	2324	2455	2315	2360	2385
AT5G13020	1691	1998	2103	1657	1531	1370	1435	1496	1473
AT5G13030	2691	3693	3066	2210	2353	2092	2893	2608	2700
AT5G13050	468	508	496	400	360	353	370	388	376
AT5G13060	188	77	108	48	22	10	56	80	58
AT5G13070	464	471	516	344	269	227	328	376	326
AT5G13080	31	540	421	48	0	3	70	1	74
AT5G13090	352	334	338	578	620	464	319	418	268
AT5G13100	1759	1224	1321	2351	4310	2934	2645	2992	2805
AT5G13110	368	422	406	142	163	180	170	172	189
AT5G13120	2790	1863	2777	1744	1837	1374	1931	2644	2021
AT5G13130	75	35	61	27	37	21	30	60	27
AT5G13140	2144	962	1601	686	1020	291	450	1398	524
AT5G13150	4	0	1	0	3	2	1	1	0
AT5G13160	650	810	735	866	960	900	1301	1225	1112
AT5G13170	182	75	64	15	0	0	2	0	241
AT5G13180	1361	3195	3057	1040	373	556	610	675	642
AT5G13181	1	0	0	0	0	1	1	2	1
AT5G13190	1234	1463	1473	5256	8567	6022	5950	5634	5993
AT5G13200	503	1841	837	4233	7202	5856	7714	5188	6950
AT5G13210	231	918	376	950	473	1277	4591	2819	3440
AT5G13220	726	4174	425	719	2462	725	13565	11803	11329
AT5G13225	0	0	0	0	3	0	0	1	0
AT5G13230	65	36	40	18	18	27	13	15	18
AT5G13240	629	549	693	519	507	343	533	790	810
AT5G13250	18	10	6	5	10	8	5	9	17
AT5G13260	1114	947	882	703	729	569	720	839	674
AT5G13270	355	351	372	206	194	243	95	149	143
AT5G13280	1277	1088	1154	756	763	501	795	954	650
AT5G13290	226	67	171	174	140	156	46	127	70
AT5G13295	39	13	26	16	18	28	3	11	6
AT5G13300	1668	2019	1538	1318	1320	1233	866	1087	936
AT5G13310	358	428	420	262	195	196	305	304	288
AT5G13320	263	831	554	120	69	68	147	79	130
AT5G13330	43	630	286	32	2	18	74	11	74
AT5G13340	156	166	174	121	83	86	123	158	137
AT5G13350	0	1	0	1	0	0	0	0	0
AT5G13360	317	276	319	231	308	159	139	204	143
AT5G13370	252	452	428	557	581	531	707	475	795
AT5G13380	1	1	0	1	0	0	0	0	3
AT5G13390	1764	2304	1813	1473	2824	2050	3104	2973	3078
AT5G13400	1232	583	1537	1598	772	1441	694	846	665
AT5G13410	1342	1088	1777	1221	1324	1055	1084	1218	1171
AT5G13420	1140	2691	1394	645	494	483	1125	691	901
AT5G13430	3008	3023	2723	1615	1399	1086	1834	1941	1664
AT5G13440	2505	3731	3221	2259	1758	1717	2299	2176	2109
AT5G13450	3671	3737	3230	1884	1964	1542	2517	3080	2525
AT5G13460	603	258	412	367	413	193	290	632	326
AT5G13470	259	268	294	296	144	201	95	163	117
AT5G13480	628	514	585	380	339	265	322	348	298
AT5G13490	435	1106	664	306	381	224	676	506	740
AT5G13500	737	720	844	518	478	438	577	606	530
AT5G13510	8395	5375	7910	5032	5106	3343	5316	7177	5688
AT5G13520	1641	787	1201	549	607	395	640	1032	670
AT5G13530	1699	2332	1713	1294	1213	1205	1331	1334	1152
AT5G13550	1620	3497	1505	1119	1006	681	2191	1836	1938
AT5G13560	2042	2291	1937	1719	2058	1356	3071	2549	2633
AT5G13565	70	83	56	55	33	35	24	48	45
AT5G13570	598	699	778	566	452	539	346	483	430
AT5G13580	15	150	48	6	0	2	24	12	62
AT5G13590	1866	2274	1733	1877	2640	2114	1807	2048	1873
AT5G13600	0	0	0	0	0	0	0	5	0
AT5G13610	277	345	297	234	170	155	160	168	144
AT5G13620	0	0	0	0	0	0	0	0	0
AT5G13630	60371	45274	60215	67716	78458	58370	61311	60975	55942
AT5G13640	1587	2338	2296	2845	2624	3021	1583	1557	1905
AT5G13650	9519	11491	14109	14481	12459	14280	11298	9230	10353
AT5G13660	306	431	398	250	248	224	117	142	126
AT5G13670	23	18	16	17	8	8	7	9	3
AT5G13680	1099	1369	1105	543	571	528	585	646	548
AT5G13690	1279	1069	1130	917	933	772	702	1042	785
AT5G13700	297	236	247	221	468	256	392	410	320
AT5G13710	4108	2930	4701	3202	2457	2381	1074	2143	1295
AT5G13720	1233	1501	1773	1459	1405	1601	1044	1104	1286
AT5G13730	1111	738	1298	1500	956	1096	508	865	642
AT5G13740	1257	1842	1144	2292	2830	1712	1767	4331	3040
AT5G13750	507	747	606	384	338	277	306	404	407
AT5G13760	914	1242	1069	897	977	613	965	1174	1191
AT5G13770	1929	1809	2220	4853	3977	4304	1897	2377	2324
AT5G13780	2426	2204	2462	1362	1158	1095	1347	1615	1273
AT5G13790	20	3	13	0	14	8	15	18	10
AT5G13800	3447	6727	4760	2232	2455	2548	3635	3611	3993
AT5G13810	1023	1665	1388	1485	1822	1637	1691	1723	1936
AT5G13820	119	580	331	73	103	82	149	154	295
AT5G13825	0	0	1	0	0	0	0	0	0
AT5G13830	44	37	49	6	8	14	18	7	5
AT5G13840	946	132	487	95	61	38	68	239	54
AT5G13845	0	0	0	0	0	0	0	0	0
AT5G13850	2532	2417	2237	1265	1271	858	1354	1859	1212
AT5G13860	205	362	308	158	166	152	364	276	320
AT5G13870	284	239	309	244	134	156	73	149	151
AT5G13880	30	8	42	6	40	8	52	24	30
AT5G13887	0	4	0	3	0	2	1	2	2
AT5G13890	431	535	551	249	246	260	269	220	267
AT5G13900	2	50	15	0	0	0	6	2	14
AT5G13910	2	2	2	0	3	0	1	0	0
AT5G13920	111	97	105	73	36	35	29	64	28
AT5G13930	12190	6892	4272	728	213	111	767	630	454
AT5G13940	5	8	1	1	7	1	3	3	1
AT5G13950	2761	3225	3891	4239	2681	3681	1714	2610	2229
AT5G13960	314	277	274	142	150	119	133	219	106
AT5G13970	411	448	527	311	219	304	184	296	301
AT5G13980	4167	3643	3890	3052	3838	2867	2614	3311	2862
AT5G13990	0	19	4	43	28	34	45	14	17
AT5G14000	16	18	26	8	7	10	4	0	4
AT5G14010	0	0	0	0	4	0	0	1	0
AT5G14020	0	0	0	0	0	0	0	0	0
AT5G14030	1568	1588	1505	941	784	547	1001	1115	1014
AT5G14035	0	0	0	0	0	0	0	0	0
AT5G14040	5675	7472	5734	2961	3083	2590	4415	4031	3578
AT5G14050	1157	882	1096	384	292	268	337	351	267
AT5G14060	3989	4082	4141	4537	5115	4446	3024	3411	2923
AT5G14070	16	32	20	30	6	8	8	10	4
AT5G14080	505	662	618	289	350	314	182	272	244
AT5G14090	317	198	307	132	133	95	69	131	92
AT5G14100	424	259	322	184	173	126	183	219	124
AT5G14105	477	1042	628	276	163	135	209	269	231
AT5G14110	20	42	42	0	0	6	0	14	10
AT5G14120	38541	65769	45070	17784	8074	8780	11583	15479	15705
AT5G14130	16	76	40	26	15	9	11	7	12
AT5G14140	173	162	160	88	62	60	39	44	47
AT5G14150	0	5	2	9	0	0	0	0	0
AT5G14160	11	26	14	0	0	0	1	0	0
AT5G14170	2162	2145	2169	1448	1184	1095	926	1330	1135
AT5G14180	21	186	69	247	17	75	10	6	102
AT5G14200	7970	8284	5438	2934	3671	1876	6151	4861	5047
AT5G14210	1629	793	1159	1027	1123	910	378	765	369
AT5G14220	784	701	955	745	687	563	521	574	527
AT5G14230	570	175	343	70	102	53	46	108	46
AT5G14240	1052	1099	1210	759	618	548	578	1024	683
AT5G14250	703	677	672	434	312	360	364	272	289
AT5G14260	5250	5078	6435	5669	6572	5657	4101	4777	5031
AT5G14270	2071	2541	2541	2028	1949	1881	1344	1397	1535
AT5G14275	76	77	107	99	109	82	35	54	84
AT5G14280	79	61	70	87	56	66	61	88	34
AT5G14285	256	469	438	248	160	236	202	197	222
AT5G14290	0	0	0	0	0	0	0	0	0
AT5G14300	0	0	0	0	0	0	0	2	0
AT5G14310	535	793	657	557	515	521	856	779	800
AT5G14320	12115	7508	11331	7442	7790	5165	7075	10364	8170
AT5G14330	20	10	10	2	2	2	0	19	2
AT5G14340	0	0	0	0	0	0	0	0	0
AT5G14345	0	0	0	0	0	0	0	0	0
AT5G14350	54	63	60	57	15	30	22	46	19
AT5G14360	53	55	46	28	6	3	6	25	15
AT5G14370	764	996	999	839	254	468	235	365	232
AT5G14380	14	12	22	123	2	12	2	6	10
AT5G14390	758	1323	975	830	754	938	299	468	467
AT5G14400	1	0	3	4	1	0	1	0	0
AT5G14410	218	125	254	194	91	113	52	128	57
AT5G14420	904	738	813	515	592	473	318	569	488
AT5G14430	2280	2124	2220	2616	2726	2517	1065	2368	1405
AT5G14440	708	811	838	515	470	481	489	475	387
AT5G14450	810	431	655	516	256	482	169	251	155
AT5G14460	2116	1532	2310	1318	1322	1219	988	1508	1034
AT5G14470	160	80	66	26	24	22	16	42	28
AT5G14480	299	302	266	247	269	199	306	244	330
AT5G14490	0	0	0	0	0	10	0	0	0
AT5G14495	0	0	0	0	0	0	0	0	0
AT5G14500	295	267	285	193	252	282	210	171	154
AT5G14510	60	16	22	6	23	4	20	28	12
AT5G14515	37	12	9	5	11	2	12	19	7
AT5G14520	1513	1180	1215	573	464	411	640	866	492
AT5G14530	245	319	300	217	199	179	104	127	137
AT5G14540	2166	2887	2954	1810	1541	1484	1867	1970	1954
AT5G14545	10	25	11	4	2	3	7	13	11
AT5G14550	544	758	715	339	287	308	176	243	308
AT5G14560	36	49	38	20	24	30	7	8	15
AT5G14565	1	11	1	0	0	0	0	1	4
AT5G14570	762	1168	912	1181	1208	1013	1690	2141	2015
AT5G14580	237	189	205	67	50	83	58	44	21
AT5G14590	1385	2047	1460	1098	967	935	921	913	989
AT5G14600	195	103	117	45	54	57	15	85	48
AT5G14602	0	0	0	0	0	0	0	0	0
AT5G14610	1168	475	760	581	441	284	252	514	214
AT5G14620	467	396	525	306	315	255	165	214	165
AT5G14640	436	721	867	588	898	827	397	289	566
AT5G14650	79	375	110	59	13	26	8	17	27
AT5G14660	1352	952	1200	1236	1141	834	1043	1552	1040
AT5G14670	3	3	0	0	0	0	0	1	0
AT5G14680	574	806	642	520	510	512	401	405	429
AT5G14690	45	68	84	4	12	18	8	22	0
AT5G14700	246	557	222	728	2089	662	2268	1843	2248
AT5G14710	197	253	192	258	205	152	268	269	239
AT5G14720	2629	2867	2867	2224	2837	2289	1829	2395	2203
AT5G14730	142	248	415	611	200	344	178	128	186
AT5G14740	26556	19178	27178	34962	33090	27280	23466	28024	28005
AT5G14750	0	2	4	6	2	0	0	0	0
AT5G14760	78	98	86	68	57	54	71	68	46
AT5G14770	284	283	287	149	93	124	78	100	77
AT5G14780	4717	13164	8176	7007	4923	7450	2442	1786	4034
AT5G14790	714	418	551	253	225	145	302	350	248
AT5G14800	2811	2133	2574	895	833	725	984	1467	931
AT5G14820	338	258	390	298	180	247	122	184	122
AT5G14850	530	470	471	327	255	303	241	295	318
AT5G14860	2	1	0	0	0	0	0	0	0
AT5G14870	30	19	17	13	2	12	8	8	12
AT5G14880	795	1479	929	1224	1176	1509	297	329	493
AT5G14890	42	18	22	8	22	17	23	24	30
AT5G14895	20	4	10	26	0	16	9	4	0
AT5G14900	2	2	9	2	0	0	2	0	0
AT5G14910	3984	2600	4280	2859	2489	1878	2134	3775	2470
AT5G14920	12416	8121	12474	2989	2343	2798	820	1985	1189
AT5G14930	742	977	805	1566	1529	1681	2031	1955	1292
AT5G14940	81	194	169	169	76	105	80	63	121
AT5G14950	1196	2298	1590	1204	998	1310	2818	1693	1970
AT5G14960	124	136	159	198	158	205	182	136	168
AT5G14970	3421	3570	5076	8190	6779	6644	4044	3875	4639
AT5G14980	0	0	0	0	0	8	6	0	2
AT5G14990	0	2	0	0	0	0	0	0	4
AT5G14995	0	0	0	0	0	0	0	0	0
AT5G15000	0	0	0	0	0	0	0	0	0
AT5G15008	1	0	4	0	0	0	0	0	0
AT5G15010	151	116	126	102	27	36	26	52	41
AT5G15020	1851	2559	2074	1745	2231	1844	1507	1555	1735
AT5G15022	33	31	35	16	4	12	5	18	8
AT5G15025	55	40	47	32	16	24	13	42	30
AT5G15030	0	0	0	1	0	0	0	0	0
AT5G15040	0	0	0	0	0	0	0	0	0
AT5G15050	564	413	581	367	416	251	164	350	185
AT5G15060	0	0	6	0	0	0	1	0	0
AT5G15070	161	96	137	76	109	80	107	160	84
AT5G15080	561	710	593	559	415	478	244	387	386
AT5G15090	2692	2268	2365	1628	1373	1308	1725	1823	1543
AT5G15100	0	0	1	0	0	0	0	0	1
AT5G15110	0	0	1	51	2	1	0	0	0
AT5G15120	105	19	46	18	5	1	4	15	5
AT5G15130	0	77	10	10	0	0	7	0	5
AT5G15140	7	0	1	13	0	3	0	0	0
AT5G15150	94	36	33	15	13	15	4	25	25
AT5G15160	77	36	62	34	45	40	34	45	29
AT5G15170	403	283	312	299	312	314	135	147	191
AT5G15175	0	0	0	0	0	0	0	0	0
AT5G15180	14	10	12	2	8	2	29	10	15
AT5G15190	84	100	66	120	353	300	1310	538	1218
AT5G15200	15392	9824	11368	5392	4794	3107	5548	9917	5529
AT5G15210	494	240	308	142	46	60	40	126	50
AT5G15220	437	314	447	169	152	95	172	352	225
AT5G15230	2649	533	2032	732	696	247	302	1501	318
AT5G15240	33	44	55	72	108	60	522	377	453
AT5G15250	8	13	3	5	9	7	15	12	37
AT5G15260	302	395	407	344	365	382	371	382	500
AT5G15265	16	3	12	4	11	4	2	14	2
AT5G15270	1430	1622	1580	1151	841	716	834	1182	1030
AT5G15280	622	505	591	537	210	428	124	238	204
AT5G15290	0	0	0	0	1	0	0	0	0
AT5G15300	66	48	66	20	22	42	10	14	6
AT5G15310	521	210	543	345	104	161	62	120	66
AT5G15320	799	740	752	570	336	325	546	759	507
AT5G15330	289	252	279	341	281	315	82	145	186
AT5G15340	62	53	52	40	47	49	30	27	37
AT5G15350	3931	1525	3382	3189	1900	2098	1439	1954	1760
AT5G15360	0	3	0	0	0	0	0	1	0
AT5G15380	1	0	0	0	0	0	0	0	1
AT5G15390	736	737	853	459	422	373	415	487	388
AT5G15400	1521	2438	1994	1334	1285	1402	891	818	1092
AT5G15410	5483	6058	7514	2686	1328	1983	2695	3642	3118
AT5G15420	0	0	0	2	0	0	0	0	0
AT5G15430	10	16	14	22	23	11	45	33	46
AT5G15440	582	555	659	677	381	387	532	646	574
AT5G15450	2788	3375	3719	3751	3341	3827	2936	2179	2645
AT5G15460	276	215	265	241	168	169	87	200	144
AT5G15470	741	777	758	615	538	447	863	728	783
AT5G15480	2	0	0	0	0	0	0	2	6
AT5G15490	1595	2206	1425	545	717	476	1796	1059	1315
AT5G15500	59	166	85	372	116	540	74	14	350
AT5G15510	321	36	156	23	9	12	22	61	16
AT5G15520	215	131	178	101	69	66	47	111	65
AT5G15530	322	124	216	90	96	29	75	170	41
AT5G15533	21	6	5	10	2	4	1	17	0
AT5G15537	78	62	100	62	97	88	36	38	46
AT5G15540	1140	1511	1318	1075	1333	1289	733	753	802
AT5G15550	701	512	611	223	182	177	311	239	195
AT5G15560	0	0	0	0	0	0	0	0	1
AT5G15570	395	223	299	235	115	172	131	227	184
AT5G15580	1057	557	1110	266	141	117	59	414	95
AT5G15581	49	36	44	12	11	14	4	26	6
AT5G15600	24	9	13	49	23	0	27	21	18
AT5G15610	1818	1345	1373	706	640	590	740	1098	776
AT5G15620	1	2	0	0	0	0	2	0	0
AT5G15630	36	45	33	18	27	21	35	30	20
AT5G15640	566	706	651	491	911	528	1097	724	843
AT5G15650	6154	8513	5046	7264	12651	5144	38072	25165	29604
AT5G15660	0	5	10	1	11	0	83	31	44
AT5G15670	0	0	0	0	0	0	1	0	0
AT5G15680	1716	2181	2131	1232	1592	1571	1022	1087	1068
AT5G15685	3	1	0	0	0	1	0	1	0
AT5G15690	0	0	0	0	0	1	0	0	0
AT5G15700	359	438	431	220	196	225	184	226	149
AT5G15710	279	367	336	317	202	253	167	150	189
AT5G15720	10	10	5	4	18	3	4	6	8
AT5G15725	0	0	0	1	0	0	0	0	0
AT5G15730	517	568	491	878	1199	805	825	790	673
AT5G15740	830	366	604	289	305	239	326	286	249
AT5G15745	28	11	17	7	6	9	8	4	10
AT5G15750	358	310	378	149	139	121	156	233	138
AT5G15760	274	266	285	260	162	161	112	180	99
AT5G15770	80	81	104	65	15	32	11	42	15
AT5G15780	3690	1020	3346	200	1105	137	248	1473	278
AT5G15790	190	169	204	149	99	123	36	59	24
AT5G15800	79	37	15	134	31	18	14	76	4
AT5G15802	195	178	220	180	104	96	128	252	116
AT5G15805	0	2	0	0	0	0	0	0	0
AT5G15810	804	739	808	327	321	332	363	378	240
AT5G15815	0	0	0	0	0	0	0	0	0
AT5G15820	171	158	170	82	70	78	116	128	94
AT5G15830	34	44	69	6	12	6	2	0	2
AT5G15833	0	0	0	0	0	0	0	0	0
AT5G15840	54	24	52	18	16	23	11	10	14
AT5G15843	19	6	17	5	4	8	0	1	5
AT5G15845	574	960	551	514	126	453	495	265	677
AT5G15850	541	906	513	475	116	418	466	254	648
AT5G15853	1	5	3	4	1	3	0	0	2
AT5G15860	279	345	330	287	204	331	79	63	100
AT5G15870	642	800	464	868	1118	920	681	540	608
AT5G15880	504	519	450	331	271	255	238	301	277
AT5G15890	20	23	15	9	2	2	10	13	14
AT5G15900	24	9	12	2	4	3	5	0	0
AT5G15910	244	207	199	357	271	257	262	207	180
AT5G15920	399	407	389	216	229	243	110	214	182
AT5G15930	477	516	468	450	775	555	775	895	692
AT5G15940	0	2	5	0	7	1	0	2	8
AT5G15950	84	180	157	197	62	135	276	204	371
AT5G15960	633	633	585	513	786	477	3634	3024	2792
AT5G15970	16769	14840	15280	19794	21113	14549	30043	41933	30893
AT5G15980	458	394	458	166	109	176	140	112	72
AT5G16000	885	332	731	471	205	278	177	335	128
AT5G16010	2388	3161	3134	2001	1969	1579	11418	5806	5771
AT5G16020	0	0	0	2	2	6	12	2	2
AT5G16023	0	0	0	0	0	0	0	0	0
AT5G16030	3308	1916	4391	5015	5523	4771	1584	3822	3077
AT5G16040	480	374	440	420	344	302	239	362	249
AT5G16050	2184	2572	2412	1539	1445	1417	1482	1420	1569
AT5G16060	460	365	373	294	177	141	171	336	209
AT5G16070	1183	1016	1099	560	670	521	525	697	384
AT5G16080	30	64	40	28	24	2	50	28	22
AT5G16090	0	0	0	0	2	0	0	0	1
AT5G16100	0	0	0	0	0	0	0	0	0
AT5G16110	3374	4504	3766	3721	3727	4027	1805	3218	3022
AT5G16120	1355	1613	1418	1529	1239	1418	851	1034	1022
AT5G16130	6046	3986	4290	1866	1520	1031	2077	3377	1778
AT5G16140	611	392	599	639	468	399	358	538	366
AT5G16150	7296	8357	7958	4918	5930	5451	3868	4652	4807
AT5G16160	502	526	491	331	318	318	245	408	305
AT5G16170	31	75	57	48	39	23	40	48	63
AT5G16180	1067	1209	1323	1012	790	961	473	608	557
AT5G16190	293	181	71	203	189	69	173	564	170
AT5G16200	104	54	90	342	504	428	306	367	490
AT5G16210	1938	2283	1865	1539	1816	1483	2145	2097	2013
AT5G16220	1317	1730	1403	1050	1276	1090	1367	1244	1373
AT5G16230	55	56	39	57	47	50	88	115	78
AT5G16235	44	47	36	59	41	43	68	97	76
AT5G16240	326	294	334	170	174	122	151	186	192
AT5G16250	1352	411	712	110	82	24	46	148	48
AT5G16260	725	726	759	661	805	577	573	622	634
AT5G16270	1826	2350	2017	1631	1737	1516	1405	1354	1488
AT5G16280	1301	1418	1343	1172	1292	1161	994	1266	1045
AT5G16285	0	0	0	0	0	0	0	0	0
AT5G16290	1415	1161	1057	840	820	637	804	1041	773
AT5G16300	1615	1646	1724	1012	974	840	1443	1312	1137
AT5G16310	321	314	359	293	195	261	88	183	125
AT5G16320	190	198	256	192	80	129	142	140	146
AT5G16330	0	0	0	0	0	0	2	0	0
AT5G16340	301	469	245	147	150	97	179	140	164
AT5G16350	69	31	36	82	101	64	63	65	58
AT5G16360	84	246	265	61	386	189	620	483	773
AT5G16370	4896	6456	4240	2903	2778	2788	1882	2792	2798
AT5G16375	0	0	0	0	0	0	0	0	0
AT5G16380	276	595	422	216	236	268	287	358	540
AT5G16390	2763	1647	2090	1683	2600	1661	1903	2903	2416
AT5G16400	2595	2369	3106	4304	4062	3687	2533	3083	3292
AT5G16410	271	588	171	82	87	69	30	105	83
AT5G16420	249	336	227	147	159	106	135	193	119
AT5G16430	3	0	0	0	0	0	0	0	0
AT5G16440	1027	1210	1015	655	566	372	499	889	590
AT5G16450	404	580	283	251	166	169	189	209	197
AT5G16453	0	5	1	9	0	4	0	2	0
AT5G16460	0	1	0	0	0	0	0	0	0
AT5G16470	2493	2969	3030	2231	1681	1680	1589	1844	1460
AT5G16480	289	164	188	244	199	135	71	204	120
AT5G16486	2	0	2	0	5	3	1	9	3
AT5G16490	18	15	18	3	10	10	6	20	8
AT5G16500	3	1	1	24	1	2	0	0	0
AT5G16510	1021	1027	847	508	503	494	529	621	598
AT5G16520	523	467	483	340	261	303	245	228	268
AT5G16530	9	8	13	13	25	8	13	2	13
AT5G16540	874	610	621	1084	810	931	437	701	699
AT5G16550	898	1193	1079	647	487	687	386	494	559
AT5G16560	557	500	601	438	232	333	203	344	362
AT5G16570	91	181	180	430	293	464	183	69	119
AT5G16580	1	1	0	1	0	10	0	0	0
AT5G16590	1727	1010	1896	1229	627	813	384	725	517
AT5G16600	6	10	8	17	15	13	15	19	20
AT5G16610	575	625	595	489	421	492	217	296	216
AT5G16620	2975	2450	2615	1420	1519	1063	1630	2558	1942
AT5G16630	527	604	591	610	556	594	426	508	628
AT5G16640	82	50	60	18	14	25	19	50	26
AT5G16650	1304	1378	1480	1064	746	627	933	1684	1350
AT5G16660	1422	1788	1832	1409	1157	1105	1056	1457	1275
AT5G16680	1257	2222	1726	1335	1323	1590	1331	1184	1515
AT5G16690	188	163	138	51	59	19	94	110	86
AT5G16700	0	0	0	0	0	0	0	0	0
AT5G16710	3719	2859	3618	2618	2683	1993	2914	3408	3031
AT5G16715	2203	1586	2264	1642	1530	1346	1306	1725	1323
AT5G16720	209	245	244	186	89	100	48	97	96
AT5G16730	2620	2628	3332	2795	2266	2767	1439	1635	1423
AT5G16740	0	0	1	0	0	4	2	2	0
AT5G16750	680	561	602	238	180	192	274	318	171
AT5G16760	1094	1231	1247	802	518	612	1250	1067	1110
AT5G16770	11	32	18	8	7	2	21	10	18
AT5G16780	1755	2234	1926	1336	1292	1211	1069	1107	1109
AT5G16790	120	108	75	113	56	53	70	69	61
AT5G16800	726	902	786	1044	1127	807	889	825	794
AT5G16810	1460	1305	1145	986	937	901	1049	1368	1069
AT5G16820	563	908	716	629	614	571	332	420	459
AT5G16830	654	855	741	1226	2582	1565	1536	1288	1687
AT5G16840	1323	1553	1563	1243	1459	1270	1135	1327	1256
AT5G16850	66	46	40	36	42	31	32	56	31
AT5G16860	47	44	84	58	44	5	41	30	16
AT5G16870	140	153	177	190	145	139	64	172	79
AT5G16880	2598	3844	3265	1983	2363	1811	2161	1977	2334
AT5G16890	294	283	309	203	182	142	135	198	198
AT5G16900	0	1	5	0	0	2	0	0	6
AT5G16910	1730	3951	2427	2574	5647	4485	8059	5743	6541
AT5G16920	0	0	2	0	0	0	1	0	0
AT5G16930	355	285	320	183	154	171	146	110	131
AT5G16940	148	126	174	249	130	173	57	118	97
AT5G16950	182	208	226	114	34	98	49	79	76
AT5G16960	8	101	43	33	31	27	171	42	104
AT5G16970	1485	5115	3027	2418	2592	2273	3727	2397	3574
AT5G16980	44	248	157	381	184	300	230	129	268
AT5G16990	796	952	931	864	800	715	1423	910	1002
AT5G17000	528	1348	710	1874	2703	1918	6050	3664	3969
AT5G17010	435	534	482	462	467	445	405	353	343
AT5G17020	2198	2548	2062	1482	2143	1634	2299	1929	1902
AT5G17030	51	23	18	9	6	6	7	5	8
AT5G17040	6	4	10	0	2	0	0	1	2
AT5G17050	1287	1007	561	245	214	226	226	165	241
AT5G17060	138	245	204	131	94	95	223	158	159
AT5G17070	527	433	492	379	318	229	324	450	324
AT5G17080	3	0	0	1	0	0	0	0	0
AT5G17090	1	0	0	17	0	0	0	0	0
AT5G17100	0	0	0	0	0	0	0	1	0
AT5G17110	0	0	0	0	0	0	0	0	0
